parameter list:
batch size:	64
learn rate:	0.0500
regular lambda:	0.0000
====================
4.8148	3.9706
4.3809	3.4566
4.1989	3.3021
4.1201	3.2029
4.1263	3.1755
4.1602	3.2087
4.1725	3.1873
4.1890	3.2004
4.2094	3.2005
4.2196	3.2092
4.2268	3.2189
4.2384	3.2226
4.2457	3.2264
4.2532	3.2288
4.2614	3.2314
4.2651	3.2325
4.2717	3.2364
4.2792	3.2502
4.2834	3.2457
4.2859	3.2410
4.2898	3.2492
4.2928	3.2464
4.2959	3.2496
4.3023	3.2602
4.3001	3.2565
4.3071	3.2607
4.3050	3.2554
4.3162	3.2590
4.3130	3.2601
4.3151	3.2621
4.3190	3.2699
4.3239	3.2638
4.3241	3.2628
4.3212	3.2664
4.3246	3.2659
4.3270	3.2707
4.3314	3.2677
4.3314	3.2750
4.3361	3.2741
4.3336	3.2647
4.3328	3.2674
4.3378	3.2729
4.3355	3.2719
4.3443	3.2731
4.3448	3.2721
4.3480	3.2728
4.3444	3.2756
4.3430	3.2799
4.3466	3.2801
4.3476	3.2850
4.3500	3.2807
4.3492	3.2800
4.3533	3.2790
4.3532	3.2801
4.3530	3.2832
4.3551	3.2768
4.3582	3.2774
4.3579	3.2843
4.3617	3.2888
4.3583	3.2895
4.3585	3.2833
4.3653	3.2921
4.3633	3.2809
4.3604	3.2859
4.3628	3.2868
4.3695	3.2980
4.3629	3.2844
4.3614	3.2851
4.3736	3.3112
4.3619	3.2883
4.3747	3.2924
4.3703	3.2948
4.3733	3.2967
4.3731	3.2877
4.3703	3.2885
4.3722	3.2926
4.3721	3.2957
4.3722	3.2899
4.3756	3.2867
4.3808	3.2915
4.3743	3.2924
4.3748	3.2967
4.3793	3.3005
4.3732	3.2860
4.3798	3.3010
4.3822	3.2928
4.3796	3.2972
4.3799	3.2984
4.3865	3.3059
4.3800	3.2983
4.3783	3.2940
4.3850	3.2969
4.3895	3.2935
4.3905	3.2977
4.3918	3.3155
4.3858	3.2999
4.3918	3.3085
4.3891	3.3022
4.3956	3.2945
4.3932	3.3041
